model,fold,candidate,params,inner_weighted_log_loss,inner_fold_log_losses,selected
spline_logistic__symptoms,2,2,"{""C"": 0.01}",0.6546105745197346,"[0.6759463011458492, 0.6394415920889319, 0.6478013038622285]",True
spline_logistic__symptoms,2,3,"{""C"": 0.1}",0.6660042621378602,"[0.686684646689182, 0.6460332026326069, 0.6638378096305305]",False
spline_logistic__symptoms,2,4,"{""C"": 1.0}",0.6847203394676934,"[0.7018203532014751, 0.6572382775014309, 0.6921603492820269]",False
spline_logistic__symptoms,2,5,"{""C"": 10.0}",0.6912462840640172,"[0.7048307051425767, 0.6621387176591608, 0.7032799576906863]",False
spline_logistic__symptoms,3,0,"{""C"": 0.0001}",0.6812982576703849,"[0.6792240122884963, 0.6871952300955018, 0.677246260631789]",False
spline_logistic__symptoms,3,1,"{""C"": 0.001}",0.6627421233192583,"[0.661430106545819, 0.6697133937016131, 0.6566152462321669]",False
spline_logistic__symptoms,3,2,"{""C"": 0.01}",0.6498913047471051,"[0.6487097517613305, 0.6573864607905832, 0.6430354404337807]",True
spline_logistic__symptoms,3,3,"{""C"": 0.1}",0.6615972430140411,"[0.6576423914289924, 0.6666066489182977, 0.6607260250773438]",False
spline_logistic__symptoms,3,4,"{""C"": 1.0}",0.6767139406719181,"[0.6726784568270896, 0.6809129831107683, 0.6768282770742212]",False
spline_logistic__symptoms,3,5,"{""C"": 10.0}",0.6817881353420606,"[0.6789043239663201, 0.6854885266199657, 0.6811005019733203]",False
spline_logistic__symptoms,4,0,"{""C"": 0.0001}",0.6840214354860438,"[0.6811189494248421, 0.6828631496410695, 0.6879723982978899]",False
spline_logistic__symptoms,4,1,"{""C"": 0.001}",0.6669651175439159,"[0.6613632922138724, 0.6690172443363374, 0.6704897241694016]",False
spline_logistic__symptoms,4,2,"{""C"": 0.01}",0.656718053219255,"[0.6497510275149259, 0.6651750197492358, 0.6554542136915732]",True
spline_logistic__symptoms,4,3,"{""C"": 0.1}",0.672484469159458,"[0.6684106982693646, 0.6787400536026529, 0.67049197409763]",False
spline_logistic__symptoms,4,4,"{""C"": 1.0}",0.6913126195436454,"[0.6890071586336584, 0.6916835438338063, 0.6932161898207357]",False
spline_logistic__symptoms,4,5,"{""C"": 10.0}",0.6972147302914316,"[0.6971291107553659, 0.6958172067033898, 0.6986352236713634]",False
spline_logistic__symptoms,5,0,"{""C"": 0.0001}",0.681870805876408,"[0.6845886022121891, 0.682722816942161, 0.6782731715183927]",False
spline_logistic__symptoms,5,1,"{""C"": 0.001}",0.6628877503617487,"[0.6651312735442365, 0.66594516863901, 0.6578096241814269]",False
spline_logistic__symptoms,5,2,"{""C"": 0.01}",0.6517657128946819,"[0.6517784600503054, 0.6548716655205696, 0.6489707524061634]",True
spline_logistic__symptoms,5,3,"{""C"": 0.1}",0.665525690948712,"[0.6664478270248799, 0.6628169600184153, 0.6669898477182664]",False
spline_logistic__symptoms,5,4,"{""C"": 1.0}",0.68374165061269,"[0.6846896198757261, 0.6796001928543405, 0.686462002486402]",False
