model,variable,level,n,events,prevalence,auc,average_precision,brier,log_loss,sensitivity,specificity,ppv,npv,accuracy,balanced_accuracy,mean_prediction,calibration_intercept,calibration_slope,joint_calibration_intercept,calibration_status
mlp__context_diet_labels,age_group,45–64,1759,1034,0.5956123883526976,0.4614263436175727,0.5694587429785415,0.24387043794222762,0.6808637214254751,1.0,0.0,0.5956123883526976,,0.5956123883526976,0.5,0.5447460011204448,0.20778869388945195,-4.455827861976934,1.1884149609345278,Estimated
mlp__context_diet_labels,age_group,65+,979,547,0.572307948438002,0.5266554602631437,0.5972509728497808,0.24531165549077932,0.6837476417596791,1.0,0.0,0.572307948438002,,0.572307948438002,0.5,0.5455890685155427,0.10842764980961346,2.628563792191704,-0.18914982453906237,Estimated
mlp__context_diet_labels,rural,Rural,760,431,0.5786100342788364,0.45773568892924227,0.5585819208152476,0.2454981998031223,0.68412992418049,1.0,0.0,0.5786100342788364,,0.5786100342788363,0.5,0.5461877853508452,0.13181244549210736,-7.317199289422769,1.6761050717222064,Estimated
mlp__context_diet_labels,rural,Urban,4276,2258,0.5425478430641759,0.4907717554062603,0.5457140111765093,0.24847555805836125,0.6900984592439218,1.0,0.0,0.5425478430641759,,0.5425478430641759,0.5,0.5450109093671207,-0.0099301025961427,-2.7994290108569415,0.6763177162081819,Estimated
mlp__context_diet_labels,education,High,1179,525,0.4824216379512012,0.47110987838588636,0.47777904821581374,0.2542139371554251,0.7016113374901496,1.0,0.0,0.48242163795120124,,0.48242163795120124,0.5,0.545056439585218,-0.25110284312616543,-6.344568673432133,1.0760532279752186,Estimated
mlp__context_diet_labels,education,Intermediate,2811,1536,0.5647732498189988,0.4986855868436134,0.5754414625573935,0.24637821785684255,0.6858908216817632,1.0,0.0,0.5647732498189987,,0.5647732498189987,0.5,0.5452390230570147,0.07911801628903564,-1.838787053642757,0.5944151393389636,Estimated
mlp__context_diet_labels,education,Low,1008,606,0.6019000500203198,0.4695187911550095,0.5734530819737846,0.24304301045628202,0.6792017619052148,1.0,0.0,0.60190005002032,,0.60190005002032,0.5,0.5449078292008963,0.23331243382917918,-1.5868296445254977,0.6994381696717048,Estimated
mlp__symptoms_diet_labels,sex,Female,3125,1579,0.5080101397128755,0.47738288231726356,0.4956190987963003,0.25160568150352436,0.6963768541618622,1.0,0.0,0.5080101397128755,,0.5080101397128755,0.5,0.5452291150049058,-0.14938482444719575,-4.930787246926763,0.9267238388655845,Estimated
mlp__symptoms_diet_labels,sex,Male,1911,1110,0.5843928095576381,0.49796490764025003,0.6014349014803013,0.244595665470119,0.6823158402963948,1.0,0.0,0.5843928095576382,,0.5843928095576382,0.5,0.5453665406867931,0.158883555107625,-3.1294294462225967,0.910714934027635,Estimated
mlp__symptoms_diet_labels,age_group,15–24,729,280,0.40858932174513063,0.4227388542913071,0.3645683397481723,0.2611042587730381,0.7154338479095093,1.0,0.0,0.40858932174513063,,0.40858932174513063,0.5,0.5453610183899733,-0.5518023575941912,-14.511259218717358,2.2625882084846465,Estimated
mlp__symptoms_diet_labels,age_group,25–44,1569,828,0.5706988102525066,0.5198190053533469,0.6152778357227042,0.24561539702763605,0.684358228320977,1.0,0.0,0.5706988102525066,,0.5706988102525066,0.5,0.5453751223708893,0.1027126638598618,1.030703351013278,0.09712590671854908,Estimated
mlp__symptoms_diet_labels,age_group,45–64,1759,1034,0.5956123883526976,0.4752282179788549,0.5740920196300513,0.24374928808482235,0.6806205742292752,1.0,0.0,0.5956123883526976,,0.5956123883526976,0.5,0.5450503489109862,0.20654665150885798,-5.982787541084441,1.4698349870264682,Estimated
