domain,variable,description,kind,domain_n,observed_n,missing_n,df,units,row_type,level,n,estimate,weighted_sd,ci_low,ci_high,se
No caries,vegetable_days,Vegetable consumption days in a typical week,numeric,2347,2347,0,1045,days/week,missing,Missing,0,,,,,
Caries,vegetable_days,Vegetable consumption days in a typical week,numeric,2689,2689,0,1045,days/week,mean,Mean,2689,5.347559128079933,2.2156836890043667,5.186969026316181,5.508149229843685,0.08184033189873371
Caries,vegetable_days,Vegetable consumption days in a typical week,numeric,2689,2689,0,1045,days/week,missing,Missing,0,,,,,
Total,vegetable_days,Vegetable consumption days in a typical week,numeric,5036,5036,0,1045,days/week,mean,Mean,5036,5.44537179988611,2.147451176671444,5.3312918714970285,5.559451728275191,0.05813770026798495
Total,vegetable_days,Vegetable consumption days in a typical week,numeric,5036,5036,0,1045,days/week,missing,Missing,0,,,,,
No caries,vegetable_portions,Vegetable portions on a consumption day; zero for nonconsumers,numeric,2347,2347,0,1045,portions/consumption day,mean,Mean,2347,1.880710336973281,1.5671398603503865,1.722745076917768,2.038675597028794,0.08050265346012139
No caries,vegetable_portions,Vegetable portions on a consumption day; zero for nonconsumers,numeric,2347,2347,0,1045,portions/consumption day,missing,Missing,0,,,,,
Caries,vegetable_portions,Vegetable portions on a consumption day; zero for nonconsumers,numeric,2689,2689,0,1045,portions/consumption day,mean,Mean,2689,1.7938223773966613,1.3266496200328772,1.6966182432942678,1.8910265114990548,0.049537415503802425
Caries,vegetable_portions,Vegetable portions on a consumption day; zero for nonconsumers,numeric,2689,2689,0,1045,portions/consumption day,missing,Missing,0,,,,,
Total,vegetable_portions,Vegetable portions on a consumption day; zero for nonconsumers,numeric,5036,5036,0,1045,portions/consumption day,mean,Mean,5036,1.8332362473261816,1.4413727125445652,1.7370849803058885,1.9293875143464747,0.049000850731142125
Total,vegetable_portions,Vegetable portions on a consumption day; zero for nonconsumers,numeric,5036,5036,0,1045,portions/consumption day,missing,Missing,0,,,,,
No caries,water,Self-reported glasses of water per day; water source/fluoride exposure not identified,numeric,2347,2346,1,1045,glasses/day,mean,Mean,2346,4.306777469196116,3.1650830744221006,4.08087794227374,4.532676996118492,0.11512348554515418
No caries,water,Self-reported glasses of water per day; water source/fluoride exposure not identified,numeric,2347,2346,1,1045,glasses/day,missing,Missing,1,,,,,
Caries,water,Self-reported glasses of water per day; water source/fluoride exposure not identified,numeric,2689,2686,3,1045,glasses/day,mean,Mean,2686,4.131689300223626,3.2566206853524804,3.915945265502164,4.347433334945088,0.10994801804628879
Caries,water,Self-reported glasses of water per day; water source/fluoride exposure not identified,numeric,2689,2686,3,1045,glasses/day,missing,Missing,3,,,,,
Total,water,Self-reported glasses of water per day; water source/fluoride exposure not identified,numeric,5036,5032,4,1045,glasses/day,mean,Mean,5032,4.211116002460616,3.2165999629562196,4.045802783423475,4.376429221497758,0.08424733881264328
Total,water,Self-reported glasses of water per day; water source/fluoride exposure not identified,numeric,5036,5032,4,1045,glasses/day,missing,Missing,4,,,,,
No caries,soda_frequency,Sugar-sweetened soda consumption frequency converted to times/day,numeric,2347,2347,0,1045,times/day,mean,Mean,2347,0.7279679928112117,1.7236115784470265,0.6229590202078765,0.8329769654145469,0.05351493694701539
No caries,soda_frequency,Sugar-sweetened soda consumption frequency converted to times/day,numeric,2347,2347,0,1045,times/day,missing,Missing,0,,,,,
Caries,soda_frequency,Sugar-sweetened soda consumption frequency converted to times/day,numeric,2689,2689,0,1045,times/day,mean,Mean,2689,0.9094015105763147,2.059448903048396,0.7641548700554035,1.0546481510972259,0.07402095855754993
Caries,soda_frequency,Sugar-sweetened soda consumption frequency converted to times/day,numeric,2689,2689,0,1045,times/day,missing,Missing,0,,,,,
Total,soda_frequency,Sugar-sweetened soda consumption frequency converted to times/day,numeric,5036,5036,0,1045,times/day,mean,Mean,5036,0.8271001525412788,1.9165518784381401,0.7307976481555045,0.923402656927053,0.04907792469803381
Total,soda_frequency,Sugar-sweetened soda consumption frequency converted to times/day,numeric,5036,5036,0,1045,times/day,missing,Missing,0,,,,,
No caries,juice_frequency,Sugar-sweetened juice consumption frequency converted to times/day,numeric,2347,2347,0,1045,times/day,mean,Mean,2347,0.6287186812261528,1.844452390078307,0.524049365325606,0.7333879971266997,0.053341840243155546
No caries,juice_frequency,Sugar-sweetened juice consumption frequency converted to times/day,numeric,2347,2347,0,1045,times/day,missing,Missing,0,,,,,
Caries,juice_frequency,Sugar-sweetened juice consumption frequency converted to times/day,numeric,2689,2689,0,1045,times/day,mean,Mean,2689,0.6968074370293503,1.8958646194928082,0.5799245834033356,0.813690290655365,0.05956613408276259
Caries,juice_frequency,Sugar-sweetened juice consumption frequency converted to times/day,numeric,2689,2689,0,1045,times/day,missing,Missing,0,,,,,
Total,juice_frequency,Sugar-sweetened juice consumption frequency converted to times/day,numeric,5036,5036,0,1045,times/day,mean,Mean,5036,0.6659212086270868,1.8730248292859828,0.5867775286946548,0.7450648885595188,0.04033340138787672
Total,juice_frequency,Sugar-sweetened juice consumption frequency converted to times/day,numeric,5036,5036,0,1045,times/day,missing,Missing,0,,,,,
No caries,oil,Most frequently used cooking oil/fat,categorical,2347,2347,0,1045,percent,category,Butter,14,0.4793736954246912,,0.16519843546095062,1.3827733848508035,0.2597791715417472
No caries,oil,Most frequently used cooking oil/fat,categorical,2347,2347,0,1045,percent,category,Lard,2,0.028640122380169997,,0.005537178608725389,0.14799353867863102,0.023981879207459224
No caries,oil,Most frequently used cooking oil/fat,categorical,2347,2347,0,1045,percent,category,Margarine,17,0.3162859339346368,,0.16984126269148625,0.5882576342816831,0.10014177356683124
No caries,oil,Most frequently used cooking oil/fat,categorical,2347,2347,0,1045,percent,category,None,11,0.4030513440852336,,0.1439671388850977,1.123140989674,0.21113831268130012
No caries,oil,Most frequently used cooking oil/fat,categorical,2347,2347,0,1045,percent,category,Olive oil,222,7.649993907934433,,5.994967658273849,9.714704689505599,0.9416648768016354
No caries,oil,Most frequently used cooking oil/fat,categorical,2347,2347,0,1045,percent,category,Other,1,0.001985586327608784,,0.0002693626193108456,0.014635000248099285,0.0020213588369213608
No caries,oil,Most frequently used cooking oil/fat,categorical,2347,2347,0,1045,percent,category,Vegetable oil,2080,91.12066940991322,,88.98714384607226,92.87396522577039,0.9855938844623027
No caries,oil,Most frequently used cooking oil/fat,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,oil,Most frequently used cooking oil/fat,categorical,2689,2689,0,1045,percent,category,Butter,8,0.1262755405679751,,0.04979609670233468,0.3198402302208984,0.05985583074730969
Caries,oil,Most frequently used cooking oil/fat,categorical,2689,2689,0,1045,percent,category,Lard,3,0.05482035843856174,,0.008847109918611231,0.3388800105396579,0.0509424345005994
Caries,oil,Most frequently used cooking oil/fat,categorical,2689,2689,0,1045,percent,category,Margarine,19,0.22912724643582677,,0.10598442412076178,0.49464067796182126,0.08996415864111026
Caries,oil,Most frequently used cooking oil/fat,categorical,2689,2689,0,1045,percent,category,None,14,0.23138227096479147,,0.11569491101611222,0.4622141325363086,0.08167764155473617
Caries,oil,Most frequently used cooking oil/fat,categorical,2689,2689,0,1045,percent,category,Olive oil,170,7.592318101787192,,5.742346097093219,9.975209402803307,1.0693859172191171
Caries,oil,Most frequently used cooking oil/fat,categorical,2689,2689,0,1045,percent,category,Other,3,0.0464520495632872,,0.012425667740072812,0.17349441454837408,0.03121011674072125
Caries,oil,Most frequently used cooking oil/fat,categorical,2689,2689,0,1045,percent,category,Vegetable oil,2472,91.71962443224237,,89.32232829367669,93.61715298200647,1.086632681932962
Caries,oil,Most frequently used cooking oil/fat,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,oil,Most frequently used cooking oil/fat,categorical,5036,5036,0,1045,percent,category,Butter,22,0.28644692467792193,,0.12369763408123263,0.6619067752276612,0.12246741194858701
Total,oil,Most frequently used cooking oil/fat,categorical,5036,5036,0,1045,percent,category,Lard,5,0.042944553968557196,,0.011535831466226625,0.1597335012759525,0.028761970597543284
Total,oil,Most frequently used cooking oil/fat,categorical,5036,5036,0,1045,percent,category,Margarine,36,0.26866392319800264,,0.16498204967331104,0.437218627116275,0.06672669587631677
Total,oil,Most frequently used cooking oil/fat,categorical,5036,5036,0,1045,percent,category,None,25,0.3092543092985253,,0.15826682082689633,0.6034142063819526,0.1054866068529886
Total,oil,Most frequently used cooking oil/fat,categorical,5036,5036,0,1045,percent,category,Olive oil,392,7.6184808374831885,,6.335200436461337,9.136351107392256,0.7110784852196951
Total,oil,Most frequently used cooking oil/fat,categorical,5036,5036,0,1045,percent,category,Other,4,0.02628129855547516,,0.007348703652558122,0.09394444574502542,0.017065890925875866
Total,oil,Most frequently used cooking oil/fat,categorical,5036,5036,0,1045,percent,category,Vegetable oil,4552,91.44792815281832,,89.8885534948807,92.78611777548056,0.7361151382030129
Total,oil,Most frequently used cooking oil/fat,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,soda_glasses_daily,Soda frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,2347,2345,2,1045,glasses/day,mean,Mean,2345,2.370080567944328,15.909335922854336,1.6337948484602647,3.1063662874283917,0.37522778174411037
No caries,soda_glasses_daily,Soda frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,2347,2345,2,1045,glasses/day,missing,Missing,2,,,,,
Caries,soda_glasses_daily,Soda frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,2689,2688,1,1045,glasses/day,mean,Mean,2688,3.108511499939958,16.096163001742763,2.1175402706423223,4.099482729237593,0.5050212523504393
Caries,soda_glasses_daily,Soda frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,2689,2688,1,1045,glasses/day,missing,Missing,1,,,,,
Total,soda_glasses_daily,Soda frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,5036,5033,3,1045,glasses/day,mean,Mean,5033,2.7736476560500556,16.0159302267137,2.1302481518454175,3.4170471602546937,0.32789087489994734
Total,soda_glasses_daily,Soda frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,5036,5033,3,1045,glasses/day,missing,Missing,3,,,,,
No caries,juice_glasses_daily,Juice frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,2347,2346,1,1045,glasses/day,mean,Mean,2346,1.5130026845567561,5.883054416575088,1.2087360330046508,1.8172693361088614,0.15506113686492026
No caries,juice_glasses_daily,Juice frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,2347,2346,1,1045,glasses/day,missing,Missing,1,,,,,
Caries,juice_glasses_daily,Juice frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,2689,2688,1,1045,glasses/day,mean,Mean,2688,1.9260629485468272,7.568963568610402,1.4549364674228262,2.3971894296708283,0.24009666323141785
Caries,juice_glasses_daily,Juice frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,2689,2688,1,1045,glasses/day,missing,Missing,1,,,,,
Total,juice_glasses_daily,Juice frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,5036,5034,2,1045,glasses/day,mean,Mean,5034,1.7387380693826873,6.859045899136617,1.4478501172945188,2.0296260214708557,0.1482430503672059
Total,juice_glasses_daily,Juice frequency times reported glasses/occasion; ancillary exposure with extreme-value audit,numeric,5036,5034,2,1045,glasses/day,missing,Missing,2,,,,,
No caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2347,2347,0,1045,percent,category,Almost always,228,10.866279397672002,,8.667167774936862,13.540645695222208,1.2364324803337834
No caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2347,2347,0,1045,percent,category,Always,599,22.57949850150919,,19.918203159855917,25.483222237753544,1.4183266885256753
No caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2347,2347,0,1045,percent,category,Never,1010,44.2979875909207,,40.77759739782328,47.87660272645364,1.8119132037674313
No caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2347,2347,0,1045,percent,category,Rarely,244,11.07192432546755,,8.92837670742976,13.652950138577404,1.199228217092792
No caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2347,2347,0,1045,percent,category,Sometimes,266,11.184310184430561,,9.365021370389101,13.305139598871229,1.0013585100984752
No caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2689,2689,0,1045,percent,category,Almost always,234,8.512730240742536,,6.866661923484767,10.508867487703123,0.9236474829463399
Caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2689,2689,0,1045,percent,category,Always,564,19.518856148645135,,16.81536814180797,22.53922597481896,1.4580502635574915
Caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2689,2689,0,1045,percent,category,Never,1288,48.85557206029609,,45.16283398112208,52.56084370329741,1.888544773892469
Caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2689,2689,0,1045,percent,category,Rarely,320,11.818476017036419,,9.87216739632174,14.088520011708402,1.0716615450876534
Caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2689,2689,0,1045,percent,category,Sometimes,283,11.294365533279814,,9.308926554750062,13.639578706279803,1.100119417040557
Caries,label_ingredients,Frequency of checking/considering package ingredients,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,label_ingredients,Frequency of checking/considering package ingredients,categorical,5036,5036,0,1045,percent,category,Almost always,462,9.580340537910933,,8.103035790616081,11.293879570001453,0.81087852626973
Total,label_ingredients,Frequency of checking/considering package ingredients,categorical,5036,5036,0,1045,percent,category,Always,1163,20.907216057018744,,18.91126485837436,23.053934580891603,1.0555787303724284
Total,label_ingredients,Frequency of checking/considering package ingredients,categorical,5036,5036,0,1045,percent,category,Never,2298,46.78817351228023,,44.143229502470035,49.45129127703009,1.3538210344131052
Total,label_ingredients,Frequency of checking/considering package ingredients,categorical,5036,5036,0,1045,percent,category,Rarely,564,11.4798273548911,,9.894805342326016,13.281325334823837,0.8613777804149048
Total,label_ingredients,Frequency of checking/considering package ingredients,categorical,5036,5036,0,1045,percent,category,Sometimes,549,11.244442537898994,,9.839039437109086,12.822043862720514,0.7589754977196248
Total,label_ingredients,Frequency of checking/considering package ingredients,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2347,2347,0,1045,percent,category,Almost always,231,10.698952055199937,,8.583420246403856,13.260261082003474,1.1867247383632342
No caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2347,2347,0,1045,percent,category,Always,580,23.26809802219902,,20.482660730082223,26.307009949728887,1.484583676218615
No caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2347,2347,0,1045,percent,category,Never,1043,44.22876529381229,,40.416970501313806,48.109784447363594,1.964042398104868
No caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2347,2347,0,1045,percent,category,Rarely,229,10.622201779885764,,8.507546487875242,13.186723005904511,1.1872071462772047
No caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2347,2347,0,1045,percent,category,Sometimes,264,11.18198284890299,,9.1134333849759,13.649534866324325,1.1518523583829923
No caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2689,2689,0,1045,percent,category,Almost always,218,7.673416424738678,,6.088474802668804,9.628645078297039,0.8967886482554941
Caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2689,2689,0,1045,percent,category,Always,555,19.618896199901506,,16.89042134696144,22.66791292669731,1.4717375534327977
Caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2689,2689,0,1045,percent,category,Never,1320,49.03165842884913,,45.466984206929844,52.60620732038177,1.8222534018102037
Caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2689,2689,0,1045,percent,category,Rarely,318,12.384155855810253,,10.18999487443767,14.972012309135401,1.215119042710269
Caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2689,2689,0,1045,percent,category,Sometimes,278,11.291873090700436,,9.304705465599845,13.639607996338368,1.1011903227848128
Caries,label_nutrition,Frequency of checking/considering package nutrition,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,label_nutrition,Frequency of checking/considering package nutrition,categorical,5036,5036,0,1045,percent,category,Almost always,449,9.045851321209854,,7.681521578844475,10.62461436853189,0.747928988651996
Total,label_nutrition,Frequency of checking/considering package nutrition,categorical,5036,5036,0,1045,percent,category,Always,1135,21.274236786461966,,19.241113771342196,23.459784238912704,1.074980133271
Total,label_nutrition,Frequency of checking/considering package nutrition,categorical,5036,5036,0,1045,percent,category,Never,2363,46.852983659270734,,44.22343792871085,49.500123628798434,1.345803906028428
Total,label_nutrition,Frequency of checking/considering package nutrition,categorical,5036,5036,0,1045,percent,category,Rarely,547,11.584903242345003,,9.927231326170924,13.47795802759757,0.9030345249284705
Total,label_nutrition,Frequency of checking/considering package nutrition,categorical,5036,5036,0,1045,percent,category,Sometimes,542,11.242024990712443,,9.751779878500164,12.927384544672277,0.8078197014790657
Total,label_nutrition,Frequency of checking/considering package nutrition,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,label_warnings,Frequency of checking/considering package warnings,categorical,2347,2347,0,1045,percent,category,Almost always,244,10.944410500691076,,8.797819346929307,13.537011760168543,1.2027465096167673
No caries,label_warnings,Frequency of checking/considering package warnings,categorical,2347,2347,0,1045,percent,category,Always,797,34.15331241137222,,30.363376332152058,38.15709600624128,1.9894126846345657
No caries,label_warnings,Frequency of checking/considering package warnings,categorical,2347,2347,0,1045,percent,category,Never,850,35.178104939434654,,31.57026734980512,38.96348233025477,1.8869228245131264
No caries,label_warnings,Frequency of checking/considering package warnings,categorical,2347,2347,0,1045,percent,category,Rarely,203,8.574291122358952,,6.728852746770385,10.866886892974792,1.0480753928492652
No caries,label_warnings,Frequency of checking/considering package warnings,categorical,2347,2347,0,1045,percent,category,Sometimes,253,11.149881026143097,,9.150301392948165,13.52138709363635,1.1101900534437743
No caries,label_warnings,Frequency of checking/considering package warnings,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,label_warnings,Frequency of checking/considering package warnings,categorical,2689,2689,0,1045,percent,category,Almost always,275,10.278158120334213,,8.2945932260691,12.67053305751171,1.1104446850839023
Caries,label_warnings,Frequency of checking/considering package warnings,categorical,2689,2689,0,1045,percent,category,Always,773,27.621388490758576,,24.508227947149475,30.967779674329233,1.6474006381975879
Caries,label_warnings,Frequency of checking/considering package warnings,categorical,2689,2689,0,1045,percent,category,Never,1155,43.36199227260315,,39.89131912167936,46.89902495982507,1.7885194851910449
Caries,label_warnings,Frequency of checking/considering package warnings,categorical,2689,2689,0,1045,percent,category,Rarely,245,9.055351071449182,,7.31313435372905,11.162632059790651,0.9764545881027835
Caries,label_warnings,Frequency of checking/considering package warnings,categorical,2689,2689,0,1045,percent,category,Sometimes,241,9.683110044854876,,7.829570305097147,11.918707193375456,1.037522391226426
Caries,label_warnings,Frequency of checking/considering package warnings,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,label_warnings,Frequency of checking/considering package warnings,categorical,5036,5036,0,1045,percent,category,Almost always,519,10.580381636544908,,9.060298187977656,12.320942966351883,0.8290871193214102
Total,label_warnings,Frequency of checking/considering package warnings,categorical,5036,5036,0,1045,percent,category,Always,1570,30.584381304159447,,28.046829998153484,33.245440200982706,1.3255723666645811
Total,label_warnings,Frequency of checking/considering package warnings,categorical,5036,5036,0,1045,percent,category,Never,2005,39.649640498673946,,37.085134334593235,42.272332509031656,1.3228859900133296
Total,label_warnings,Frequency of checking/considering package warnings,categorical,5036,5036,0,1045,percent,category,Rarely,448,8.837134020961027,,7.464569620300556,10.433624846906808,0.7543604295873159
Total,label_warnings,Frequency of checking/considering package warnings,categorical,5036,5036,0,1045,percent,category,Sometimes,494,10.348462539660671,,8.984205583224002,11.892813208627436,0.7398103340648907
Total,label_warnings,Frequency of checking/considering package warnings,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,label_health,Frequency of checking/considering package health,categorical,2347,2347,0,1045,percent,category,Almost always,257,11.288548811600577,,9.155690741010714,13.84255579734882,1.1899854499581157
No caries,label_health,Frequency of checking/considering package health,categorical,2347,2347,0,1045,percent,category,Always,620,23.471301373778033,,20.837634580698815,26.327134417576975,1.399213193718742
No caries,label_health,Frequency of checking/considering package health,categorical,2347,2347,0,1045,percent,category,Never,993,43.48453426337785,,40.038612183884325,46.99459102091098,1.7752775454798266
No caries,label_health,Frequency of checking/considering package health,categorical,2347,2347,0,1045,percent,category,Rarely,230,11.12160963907191,,8.7848135932377,13.984702417889421,1.3188996741376247
No caries,label_health,Frequency of checking/considering package health,categorical,2347,2347,0,1045,percent,category,Sometimes,247,10.634005912171625,,8.67579275296575,12.971428609051708,1.0906322330728326
No caries,label_health,Frequency of checking/considering package health,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,label_health,Frequency of checking/considering package health,categorical,2689,2689,0,1045,percent,category,Almost always,242,9.087328943995477,,7.351349199301177,11.183765804803325,0.9722010427969628
Caries,label_health,Frequency of checking/considering package health,categorical,2689,2689,0,1045,percent,category,Always,603,21.453932428988313,,18.667854070110206,24.530407471957673,1.4939354061536534
Caries,label_health,Frequency of checking/considering package health,categorical,2689,2689,0,1045,percent,category,Never,1293,48.07713202985848,,44.48308155952738,51.69119318281581,1.8398941948558662
Caries,label_health,Frequency of checking/considering package health,categorical,2689,2689,0,1045,percent,category,Rarely,295,10.581821585246011,,8.755362144065915,12.736116088137726,1.011150155726512
Caries,label_health,Frequency of checking/considering package health,categorical,2689,2689,0,1045,percent,category,Sometimes,256,10.799785011911718,,8.791637923234664,13.200239424317978,1.119288986939396
Caries,label_health,Frequency of checking/considering package health,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,label_health,Frequency of checking/considering package health,categorical,5036,5036,0,1045,percent,category,Almost always,499,10.085840060734938,,8.686392069376804,11.681906647815557,0.7617220509998157
Total,label_health,Frequency of checking/considering package health,categorical,5036,5036,0,1045,percent,category,Always,1223,22.369045611266237,,20.428173427092702,24.437686829332577,1.0217652063738931
Total,label_health,Frequency of checking/considering package health,categorical,5036,5036,0,1045,percent,category,Never,2286,45.99385084925884,,43.38697887599824,48.6228293671929,1.3353668263204563
Total,label_health,Frequency of checking/considering package health,categorical,5036,5036,0,1045,percent,category,Rarely,525,10.82667871213299,,9.209248768232813,12.68847917541093,0.8845483255849536
Total,label_health,Frequency of checking/considering package health,categorical,5036,5036,0,1045,percent,category,Sometimes,503,10.724584766606991,,9.265524069414328,12.382052389850259,0.7926465118126358
Total,label_health,Frequency of checking/considering package health,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,label_brand,Frequency of checking/considering package brand,categorical,2347,2347,0,1045,percent,category,Almost always,281,14.694537099989688,,12.07993833833485,17.760724367057264,1.4445043477134107
No caries,label_brand,Frequency of checking/considering package brand,categorical,2347,2347,0,1045,percent,category,Always,838,36.10873379085345,,32.58901595025701,39.784243017792036,1.8362890728962842
No caries,label_brand,Frequency of checking/considering package brand,categorical,2347,2347,0,1045,percent,category,Never,779,30.62114654912928,,27.402657010258952,34.04040356250981,1.6932682466098956
No caries,label_brand,Frequency of checking/considering package brand,categorical,2347,2347,0,1045,percent,category,Rarely,199,8.514347337813351,,6.611241105811856,10.901331952050281,1.085979369685039
No caries,label_brand,Frequency of checking/considering package brand,categorical,2347,2347,0,1045,percent,category,Sometimes,250,10.061235222214233,,8.058925014214195,12.493435121643534,1.1248887115151656
No caries,label_brand,Frequency of checking/considering package brand,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,label_brand,Frequency of checking/considering package brand,categorical,2689,2689,0,1045,percent,category,Almost always,295,11.145734610888578,,9.1110773477787,13.566941103778953,1.1315760774057364
Caries,label_brand,Frequency of checking/considering package brand,categorical,2689,2689,0,1045,percent,category,Always,863,35.083628207692,,31.643560263057697,38.68602395035938,1.7971274209297456
Caries,label_brand,Frequency of checking/considering package brand,categorical,2689,2689,0,1045,percent,category,Never,1010,35.75861905687887,,32.622974184769184,39.02110564176835,1.6323145362896923
Caries,label_brand,Frequency of checking/considering package brand,categorical,2689,2689,0,1045,percent,category,Rarely,252,8.718444527668904,,7.042628718145101,10.746924191150503,0.9395198877273422
Caries,label_brand,Frequency of checking/considering package brand,categorical,2689,2689,0,1045,percent,category,Sometimes,269,9.293573596871644,,7.525330676094005,11.425967548342882,0.9896165708650573
Caries,label_brand,Frequency of checking/considering package brand,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,label_brand,Frequency of checking/considering package brand,categorical,5036,5036,0,1045,percent,category,Almost always,576,12.75553233651761,,11.076156063072741,14.647594509321493,0.9087547593325052
Total,label_brand,Frequency of checking/considering package brand,categorical,5036,5036,0,1045,percent,category,Always,1701,35.54863369654943,,32.9880575679062,38.19468089548115,1.327777703455345
Total,label_brand,Frequency of checking/considering package brand,categorical,5036,5036,0,1045,percent,category,Never,1789,33.42817334065312,,31.12165865883488,35.81674035126078,1.1971045530408408
Total,label_brand,Frequency of checking/considering package brand,categorical,5036,5036,0,1045,percent,category,Rarely,451,8.625862538942908,,7.292971408474188,10.175619656274474,0.7323963422668063
Total,label_brand,Frequency of checking/considering package brand,categorical,5036,5036,0,1045,percent,category,Sometimes,519,9.641798087336934,,8.317114091182768,11.151804168502668,0.7208027070424925
Total,label_brand,Frequency of checking/considering package brand,categorical,5036,5036,0,1045,percent,missing,Missing,0,,,,,
No caries,label_discounts,Frequency of checking/considering package discounts,categorical,2347,2347,0,1045,percent,category,Almost always,282,15.048316862650267,,12.542550573822147,17.951931664088765,1.3760076970420223
No caries,label_discounts,Frequency of checking/considering package discounts,categorical,2347,2347,0,1045,percent,category,Always,989,42.737971888693934,,39.07687860174982,46.48037990413083,1.8898758919249483
No caries,label_discounts,Frequency of checking/considering package discounts,categorical,2347,2347,0,1045,percent,category,Never,664,25.726445315644174,,22.548194279418514,29.18388111005566,1.6920994940113372
No caries,label_discounts,Frequency of checking/considering package discounts,categorical,2347,2347,0,1045,percent,category,Rarely,171,6.451245995930514,,4.772668853494454,8.666460997201481,0.9815843876509772
No caries,label_discounts,Frequency of checking/considering package discounts,categorical,2347,2347,0,1045,percent,category,Sometimes,241,10.036019937081104,,7.952807530105304,12.590283155471083,1.1758465713624267
No caries,label_discounts,Frequency of checking/considering package discounts,categorical,2347,2347,0,1045,percent,missing,Missing,0,,,,,
Caries,label_discounts,Frequency of checking/considering package discounts,categorical,2689,2689,0,1045,percent,category,Almost always,315,14.523459465273666,,12.15274955290559,17.265743139195838,1.3005281498718202
Caries,label_discounts,Frequency of checking/considering package discounts,categorical,2689,2689,0,1045,percent,category,Always,1152,43.93864173280028,,40.47196282454878,47.465492074301515,1.7848990652805234
Caries,label_discounts,Frequency of checking/considering package discounts,categorical,2689,2689,0,1045,percent,category,Never,794,27.907339461062403,,24.893653318145372,31.134627064477726,1.5915958135510466
Caries,label_discounts,Frequency of checking/considering package discounts,categorical,2689,2689,0,1045,percent,category,Rarely,198,5.751948425071989,,4.447238572261075,7.409745596427718,0.7487058290561298
Caries,label_discounts,Frequency of checking/considering package discounts,categorical,2689,2689,0,1045,percent,category,Sometimes,230,7.8786109157916675,,6.325830677047023,9.772781881096954,0.8737469079396366
Caries,label_discounts,Frequency of checking/considering package discounts,categorical,2689,2689,0,1045,percent,missing,Missing,0,,,,,
Total,label_discounts,Frequency of checking/considering package discounts,categorical,5036,5036,0,1045,percent,category,Almost always,597,14.761543790104728,,12.923900628187296,16.81003782386717,0.9892739350281543
