model,fold,candidate,params,inner_weighted_log_loss,inner_fold_log_losses,selected
hist_gradient_boosting,3,5,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 15}",0.7414401223799973,"[0.7293636092619731, 0.7676621132660545, 0.7267670851546068]",False
hist_gradient_boosting,3,6,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 3}",0.6784686580440816,"[0.6760077798966315, 0.6923947801361419, 0.6660416689297657]",True
hist_gradient_boosting,3,7,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 7}",0.6966178058371866,"[0.6897840886128068, 0.7217281768544491, 0.6770202335625457]",False
hist_gradient_boosting,3,8,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 15}",0.7107018153175554,"[0.7008286214024357, 0.7340246628502768, 0.696633242614816]",False
hist_gradient_boosting,4,0,"{""l2_regularization"": 1.0, ""max_leaf_nodes"": 3}",0.6897435643112998,"[0.69256001329934, 0.6757581698292567, 0.7003606486872608]",False
hist_gradient_boosting,4,1,"{""l2_regularization"": 1.0, ""max_leaf_nodes"": 7}",0.7156765118649407,"[0.7215170195723333, 0.6931968522292382, 0.7314554708831257]",False
hist_gradient_boosting,4,2,"{""l2_regularization"": 1.0, ""max_leaf_nodes"": 15}",0.7356453284237939,"[0.7585928239190188, 0.7047204871224091, 0.7427441824196034]",False
hist_gradient_boosting,4,3,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 3}",0.6873629835450853,"[0.6912081964462734, 0.6695806525063084, 0.7006038134369315]",False
hist_gradient_boosting,4,4,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 7}",0.7070195367948005,"[0.7178906186315308, 0.6927522734837391, 0.7100162332010145]",False
hist_gradient_boosting,4,5,"{""l2_regularization"": 10.0, ""max_leaf_nodes"": 15}",0.7296598451874966,"[0.7472332732595146, 0.7029085193268366, 0.7380312583382133]",False
hist_gradient_boosting,4,6,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 3}",0.6831087842829011,"[0.6944847766750968, 0.6673238501352023, 0.6870624276747203]",True
hist_gradient_boosting,4,7,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 7}",0.6970647232105517,"[0.709652631406004, 0.6803482356297004, 0.7007221851312246]",False
hist_gradient_boosting,4,8,"{""l2_regularization"": 100.0, ""max_leaf_nodes"": 15}",0.7083944521427632,"[0.7275628417663059, 0.6890106804246291, 0.7081570086030581]",False
hist_gradient_boosting,5,0,"{""l2_regularization"": 1.0, ""max_leaf_nodes"": 3}",0.6874220779090112,"[0.6982003513854462, 0.6858296119790168, 0.6776068605114693]",False
hist_gradient_boosting,5,1,"{""l2_regularization"": 1.0, ""max_leaf_nodes"": 7}",0.7107615211501185,"[0.7077619656210054, 0.7012383588569803, 0.7224188335279454]",False
hist_gradient_boosting,5,2,"{""l2_regularization"": 1.0, ""max_leaf_nodes"": 15}",0.7451186791278812,"[0.7443351656600764, 0.7541464968976369, 0.7378506210049969]",False
