domain,variable,description,variable_role,kind,units,domain_n,observed_n,missing_n,denominator_n,weighted_denominator,df,confidence,row_type,level,n,unweighted_percent,unweighted_mean,estimate,se,ci_low,ci_high,weighted_sd,ci_method,ci_status
Caries,oil,Most frequently used cooking oil/fat,primary,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,None,14,0.5206396429899591,,0.23138227096479147,0.08167764155473617,0.11569491101611222,0.4622141325363086,,logit_t,estimated
Caries,oil,Most frequently used cooking oil/fat,primary,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,Vegetable oil,2472,91.93008553365563,,91.71962443224237,1.086632681932962,89.3223282936767,93.61715298200647,,logit_t,estimated
Caries,oil,Most frequently used cooking oil/fat,primary,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,Olive oil,170,6.322052807735218,,7.592318101787192,1.0693859172191171,5.742346097093219,9.975209402803307,,logit_t,estimated
Caries,oil,Most frequently used cooking oil/fat,primary,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,Lard,3,0.11156563778356267,,0.05482035843856174,0.0509424345005994,0.008847109918611231,0.3388800105396579,,logit_t,estimated
Caries,oil,Most frequently used cooking oil/fat,primary,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,Butter,8,0.29750836742283376,,0.1262755405679751,0.05985583074730969,0.04979609670233468,0.3198402302208984,,logit_t,estimated
Caries,oil,Most frequently used cooking oil/fat,primary,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,Margarine,19,0.7065823726292302,,0.22912724643582677,0.08996415864111026,0.10598442412076178,0.49464067796182126,,logit_t,estimated
Caries,oil,Most frequently used cooking oil/fat,primary,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,Other,3,0.11156563778356267,,0.0464520495632872,0.03121011674072125,0.012425667740072812,0.17349441454837408,,logit_t,estimated
Caries,oil,Most frequently used cooking oil/fat,primary,categorical,count,2689,2689,0,2689,7538551.493308067,1045,0.95,missing,Missing,0,0.0,,,,,,,not_applicable_missing_count,not_applicable
Total,oil,Most frequently used cooking oil/fat,primary,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,None,25,0.4964257347100874,,0.3092543092985253,0.1054866068529886,0.15826682082689633,0.6034142063819526,,logit_t,estimated
Total,oil,Most frequently used cooking oil/fat,primary,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,Vegetable oil,4552,90.38919777601271,,91.44792815281832,0.7361151382030129,89.8885534948807,92.78611777548056,,logit_t,estimated
Total,oil,Most frequently used cooking oil/fat,primary,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,Olive oil,392,7.78395552025417,,7.6184808374831885,0.7110784852196951,6.335200436461337,9.136351107392256,,logit_t,estimated
Total,oil,Most frequently used cooking oil/fat,primary,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,Lard,5,0.09928514694201747,,0.042944553968557196,0.028761970597543284,0.011535831466226625,0.1597335012759525,,logit_t,estimated
Total,oil,Most frequently used cooking oil/fat,primary,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,Butter,22,0.4368546465448769,,0.28644692467792193,0.12246741194858701,0.12369763408123263,0.6619067752276612,,logit_t,estimated
Total,oil,Most frequently used cooking oil/fat,primary,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,Margarine,36,0.7148530579825259,,0.26866392319800264,0.06672669587631677,0.16498204967331104,0.437218627116275,,logit_t,estimated
Total,oil,Most frequently used cooking oil/fat,primary,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,Other,4,0.07942811755361398,,0.02628129855547516,0.017065890925875866,0.007348703652558122,0.09394444574502542,,logit_t,estimated
Total,oil,Most frequently used cooking oil/fat,primary,categorical,count,5036,5036,0,5036,13797196.792731762,1045,0.95,missing,Missing,0,0.0,,,,,,,not_applicable_missing_count,not_applicable
No caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,2347,2347,0,2347,6258645.299423695,1045,0.95,category,15–24,449,19.130805283340436,,25.872078609516958,1.6418090727345729,22.782925841442587,29.221580666185325,,logit_t,estimated
No caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,2347,2347,0,2347,6258645.299423695,1045,0.95,category,25–44,741,31.572219855134215,,37.06643235279961,1.9105776548070417,33.401491366630594,40.886625443469214,,logit_t,estimated
No caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,2347,2347,0,2347,6258645.299423695,1045,0.95,category,45–64,725,30.890498508734556,,27.518040157655964,1.6970029158925477,24.315746997690393,30.969494235867856,,logit_t,estimated
No caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,2347,2347,0,2347,6258645.299423695,1045,0.95,category,65+,432,18.406476352790797,,9.543448880027467,0.7838814163108605,8.11224116007976,11.196391422970533,,logit_t,estimated
No caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,count,2347,2347,0,2347,6258645.299423695,1045,0.95,missing,Missing,0,0.0,,,,,,,not_applicable_missing_count,not_applicable
Caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,15–24,280,10.412792859799183,,14.8395798937284,1.1138207265357414,12.78410988505749,17.16050903814949,,logit_t,estimated
Caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,25–44,828,30.792116028263294,,40.908927678178344,1.7633206062006204,37.49906542194147,44.40854575639233,,logit_t,estimated
Caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,45–64,1034,38.45295648940127,,33.649282884917056,1.530628157902494,30.71479804886788,36.715559578088545,,logit_t,estimated
Caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,2689,2689,0,2689,7538551.493308067,1045,0.95,category,65+,547,20.34213462253626,,10.602209543176192,0.8759707317440549,9.002058206824833,12.447885603195028,,logit_t,estimated
Caries,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,count,2689,2689,0,2689,7538551.493308067,1045,0.95,missing,Missing,0,0.0,,,,,,,not_applicable_missing_count,not_applicable
Total,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,15–24,729,14.475774424146147,,19.844110688334602,1.006345515208961,17.943034608136582,21.892867914744794,,logit_t,estimated
Total,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,25–44,1569,31.15567911040508,,39.165905840662205,1.3108195014302038,36.625941031407386,41.765928844161714,,logit_t,estimated
Total,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,45–64,1759,34.928514694201745,,30.868045938669177,1.138174998750086,28.68047558219703,33.14492704536479,,logit_t,estimated
Total,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,percent,5036,5036,0,5036,13797196.792731762,1045,0.95,category,65+,979,19.44003177124702,,10.121937532334018,0.6418935223041385,8.93009726833717,11.45284066752852,,logit_t,estimated
Total,age_group,"Age at survey, using the original manuscript age boundaries",secondary descriptive grouping,categorical,count,5036,5036,0,5036,13797196.792731762,1045,0.95,missing,Missing,0,0.0,,,,,,,not_applicable_missing_count,not_applicable
No caries,decayed_teeth,"Total clinically observed decayed teeth, upper plus lower jaw",additional clinical summary,numeric,teeth,2347,2347,0,2347,6258645.299423695,1045,0.95,mean,Mean,2347,,0.0,0.0,0.0,0.0,0.0,0.0,linearized_t,estimated
No caries,decayed_teeth,"Total clinically observed decayed teeth, upper plus lower jaw",additional clinical summary,numeric,count,2347,2347,0,2347,6258645.299423695,1045,0.95,missing,Missing,0,0.0,,,,,,,not_applicable_missing_count,not_applicable
Caries,decayed_teeth,"Total clinically observed decayed teeth, upper plus lower jaw",additional clinical summary,numeric,teeth,2689,2689,0,2689,7538551.493308067,1045,0.95,mean,Mean,2689,,2.8129416139828933,2.6778619850347316,0.08158145374259747,2.517779863486526,2.8379441065829374,2.4602258710846145,linearized_t,estimated
Caries,decayed_teeth,"Total clinically observed decayed teeth, upper plus lower jaw",additional clinical summary,numeric,count,2689,2689,0,2689,7538551.493308067,1045,0.95,missing,Missing,0,0.0,,,,,,,not_applicable_missing_count,not_applicable
Total,decayed_teeth,"Total clinically observed decayed teeth, upper plus lower jaw",additional clinical summary,numeric,teeth,5036,5036,0,5036,13797196.792731762,1045,0.95,mean,Mean,5036,,1.5019857029388404,1.4631378220821578,0.058908728207608466,1.3475449543829074,1.5787306897814082,2.254862843606009,linearized_t,estimated
Total,decayed_teeth,"Total clinically observed decayed teeth, upper plus lower jaw",additional clinical summary,numeric,count,5036,5036,0,5036,13797196.792731762,1045,0.95,missing,Missing,0,0.0,,,,,,,not_applicable_missing_count,not_applicable
No caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2347,2346,1,2346,6254150.536240101,1045,0.95,category,0,175,7.4595055413469735,,7.55532882887648,1.0239520574159229,5.775649199571505,9.826201966797282,,logit_t,estimated
No caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2347,2346,1,2346,6254150.536240101,1045,0.95,category,>0–2,589,25.106564364876384,,24.83066943137771,1.6366402012376964,21.759754948848084,28.178886471029703,,logit_t,estimated
No caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2347,2346,1,2346,6254150.536240101,1045,0.95,category,>2–4,707,30.136402387041773,,28.284205264261942,1.7420797221214286,24.9940238869965,31.823738594381123,,logit_t,estimated
No caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2347,2346,1,2346,6254150.536240101,1045,0.95,category,>4–6,412,17.561807331628305,,18.3152328307259,1.515244383094655,15.526727844397225,21.47720891904128,,logit_t,estimated
No caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2347,2346,1,2346,6254150.536240101,1045,0.95,category,>6–10,387,16.49616368286445,,18.029422313469897,1.5225732670997527,15.23208769334468,21.21192863026254,,logit_t,estimated
No caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2347,2346,1,2346,6254150.536240101,1045,0.95,category,>10,76,3.239556692242114,,2.985141331288068,0.6044322502728048,2.0020858674108353,4.429076670233382,,logit_t,estimated
No caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,count,2347,2346,1,2347,6258645.299423695,1045,0.95,missing,Missing,1,0.04260758414997869,,,,,,,not_applicable_missing_count,not_applicable
Caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2689,2686,3,2686,7532494.698019981,1045,0.95,category,0,217,8.078927773641102,,7.759130274029744,0.8932112008809175,6.177900362505094,9.703218835657768,,logit_t,estimated
Caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2689,2686,3,2686,7532494.698019981,1045,0.95,category,>0–2,735,27.364110201042443,,27.560614264663798,1.5072989928121525,24.703151208548906,30.614219416788153,,logit_t,estimated
Caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2689,2686,3,2686,7532494.698019981,1045,0.95,category,>2–4,808,30.081906180193595,,29.272995719652478,1.642360612406335,26.157111749904153,32.59620537895297,,logit_t,estimated
Caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2689,2686,3,2686,7532494.698019981,1045,0.95,category,>4–6,428,15.934475055845123,,16.296186197779054,1.1494642824263657,14.164330319008075,18.67908065475904,,logit_t,estimated
Caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2689,2686,3,2686,7532494.698019981,1045,0.95,category,>6–10,424,15.785554728220403,,16.297191120291615,1.3386498518725296,13.83765734894991,19.096994914554607,,logit_t,estimated
Caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,2689,2686,3,2686,7532494.698019981,1045,0.95,category,>10,74,2.7550260610573343,,2.813882423583313,0.5324759162461044,1.9376432460473936,4.0699278111246056,,logit_t,estimated
Caries,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,count,2689,2686,3,2689,7538551.493308067,1045,0.95,missing,Missing,3,0.11156563778356267,,,,,,,not_applicable_missing_count,not_applicable
Total,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,5036,5032,4,5032,13786645.234260082,1045,0.95,category,0,392,7.790143084260731,,7.666678129520768,0.7244464437431899,6.360562936981276,9.214605859791728,,logit_t,estimated
Total,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,5036,5032,4,5032,13786645.234260082,1045,0.95,category,>0–2,1324,26.31160572337043,,26.32220668596045,1.103956952249907,24.213932118944758,28.544906066707572,,logit_t,estimated
Total,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,5036,5032,4,5032,13786645.234260082,1045,0.95,category,>2–4,1515,30.10731319554849,,28.82444248195529,1.214503914901419,26.501059974173984,31.264871919354842,,logit_t,estimated
Total,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,5036,5032,4,5032,13786645.234260082,1045,0.95,category,>4–6,840,16.69316375198728,,17.21210311357514,0.9202968356584037,15.480530110368843,19.093606097297044,,logit_t,estimated
Total,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,5036,5032,4,5032,13786645.234260082,1045,0.95,category,>6–10,811,16.116852146263913,,17.08299756280353,1.0342849702929653,15.148053095753284,19.209149765754397,,logit_t,estimated
Total,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,percent,5036,5032,4,5032,13786645.234260082,1045,0.95,category,>10,150,2.9809220985691574,,2.891572026184817,0.40238890385660686,2.1983763376602314,3.794866080140004,,logit_t,estimated
Total,water_group,"Reported water intake, using the existing descriptive group boundaries",secondary descriptive grouping,categorical,count,5036,5032,4,5036,13797196.792731762,1045,0.95,missing,Missing,4,0.07942811755361398,,,,,,,not_applicable_missing_count,not_applicable
